Index,Unique_URLS,Total_Number_Requests,Total_Server_OK_Requests,Total_Server_Error_Requests,Total_Client_Eror_Requests,Country
11644,4,4,2,0,2,US
11645,2,4,1,0,2,CN
11646,4,4,4,0,0,CN
11647,3,4,4,0,0,IN
11648,2,4,4,0,0,CN
11649,1,4,4,0,0,CN
11650,2,4,4,0,0,CN
11651,2,4,4,0,0,CN
11652,2,4,3,0,0,CN
11653,1,4,4,0,0,CN
11654,3,4,3,0,1,CN
11655,3,4,3,0,1,CN
11656,3,4,3,0,0,NZ
11657,2,4,0,0,0,CN
11658,4,4,0,0,0,CN
11659,2,4,2,0,0,CN
11660,1,4,4,0,0,AU
11661,1,4,4,0,0,CN
11662,4,4,4,0,0,PH
11663,1,4,0,4,0,AT
11664,4,4,3,0,0,KR
11665,2,4,4,0,0,SG
11666,2,4,4,0,0,CH
11667,2,4,2,0,0,US
11668,3,4,2,0,0,US
11669,4,4,3,0,0,US
11670,1,4,4,0,0,US
11671,3,4,4,0,0,AU
11672,4,4,0,0,2,US
11673,2,4,4,0,0,US
11674,4,4,2,0,1,US
11675,2,4,4,0,0,US
11676,4,4,4,0,0,JP
11677,4,4,4,0,0,SG
11678,4,4,4,0,0,US
11679,3,4,3,0,0,US
11680,2,4,4,0,0,US
11681,4,4,3,0,1,US
11682,4,4,4,0,0,BR
11683,2,4,4,0,0,AU
11684,3,4,4,0,0,DE
11685,4,4,4,0,0,AU
11686,3,4,4,0,0,IN
11687,4,4,1,0,1,IN
11688,1,4,4,0,0,IN
11689,4,4,4,0,0,IN
11690,3,4,4,0,0,CN
11691,4,4,4,0,0,CN
11692,1,4,4,0,0,CN
11693,3,4,3,0,0,CN
11694,1,4,4,0,0,CN
11695,3,4,4,0,0,CN
11696,1,4,4,0,0,CN
11697,4,4,3,0,0,CN
11698,3,4,1,0,2,CN
11699,4,4,3,0,0,CN
11700,2,4,3,0,0,CN
11701,4,4,4,0,0,US
11702,2,4,3,0,1,US
11703,2,4,4,0,0,US
11704,3,4,3,0,0,US
11705,3,4,3,0,0,US
11706,2,4,4,0,0,US
11707,3,4,4,0,0,US
11708,2,4,3,0,0,US
11709,1,4,4,0,0,US
11710,1,4,4,0,0,US
11711,2,4,3,0,0,US
11712,2,4,3,0,0,US
11713,2,4,3,0,0,US
11714,2,4,3,0,0,US
11715,1,4,4,0,0,US
11716,2,4,3,0,0,US
11717,2,4,4,0,0,US
11718,3,4,3,0,0,US
11719,1,4,4,0,0,US
11720,1,4,4,0,0,US
11721,2,4,4,0,0,US
11722,2,4,4,0,0,US
11723,1,4,2,0,0,US
11724,4,4,4,0,0,US
11725,1,4,4,0,0,US
11726,3,4,3,0,0,US
11727,3,4,3,0,0,US
11728,2,4,4,0,0,US
11729,2,4,4,0,0,US
11730,2,4,3,0,0,US
11731,1,4,4,0,0,US
11732,1,4,4,0,0,US
11733,3,4,3,0,0,US
11734,1,4,0,0,0,NL
11735,1,4,0,0,0,NL
11736,1,4,0,0,0,NL
11737,1,4,0,0,0,NL
11738,3,4,2,0,0,NL
11739,1,4,0,0,0,NL
11740,1,4,0,0,0,NL
11741,1,4,0,0,0,NL
11742,1,4,0,0,0,NL
11743,1,4,4,0,0,NL
11744,1,4,0,0,0,NL
11745,1,4,0,0,0,NL
11746,1,4,0,0,0,NL
11747,2,4,1,0,0,NL
11748,1,4,0,0,0,NL
11749,2,4,2,0,0,NL
11750,1,4,0,0,0,NL
11751,4,4,4,0,0,NL
11752,1,4,0,0,0,NL
11753,2,4,4,0,0,NL
11754,1,4,0,0,0,NL
11755,1,4,0,0,0,NL
11756,3,4,3,0,0,IS
11757,1,4,0,0,0,IS
11758,1,4,0,0,0,IS
11759,1,4,0,0,0,IS
11760,3,4,4,0,0,IS
11761,1,4,0,0,0,IS
11762,2,4,0,0,0,IS
11763,2,4,1,0,0,IS
11764,1,4,0,0,0,IS
11765,1,4,0,0,0,IS
11766,3,4,3,0,0,IS
11767,1,4,0,0,0,IS
11768,1,4,0,0,0,IS
11769,2,4,1,0,0,IS
11770,1,4,0,0,0,IS
11771,1,4,0,0,0,IS
11772,1,4,0,0,0,IS
11773,1,4,0,0,0,IS
11774,1,4,4,0,0,IS
11775,1,4,0,0,0,IS
11776,1,4,0,0,0,IS
11777,1,4,0,0,0,IS
11778,1,4,0,0,0,IS
11779,2,4,1,0,0,IS
11780,2,4,2,0,0,IS
11781,1,4,0,0,0,IS
11782,1,4,0,0,0,IS
11783,1,4,4,0,0,US
11784,2,4,3,0,0,US
11785,2,4,3,0,0,US
11786,4,4,4,0,0,US
11787,1,4,3,0,0,US
11788,2,4,4,0,0,US
11789,1,4,4,0,0,US
11790,1,4,2,0,0,US
11791,2,4,2,0,0,US
11792,1,4,4,0,0,US
11793,1,4,4,0,0,US
11794,2,4,3,0,0,US
11795,1,4,4,0,0,US
11796,1,4,2,0,0,US
11797,2,4,4,0,0,US
11798,1,4,4,0,0,US
11799,1,4,4,0,0,US
11800,2,4,4,0,0,US
11801,1,4,4,0,0,US
11802,2,4,4,0,0,US
11803,1,4,4,0,0,US
11804,3,4,3,0,0,US
11805,1,4,4,0,0,US
11806,1,4,4,0,0,US
11807,3,4,4,0,0,US
11808,2,4,4,0,0,US
11809,2,4,4,0,0,US
11810,3,4,3,0,0,US
11811,1,4,4,0,0,US
11812,3,4,3,0,0,US
11813,2,4,4,0,0,US
11814,2,4,3,0,0,US
11815,3,4,3,0,0,US
11816,4,4,2,0,1,US
11817,2,4,4,0,0,US
11818,3,4,3,0,0,US
11819,3,4,4,0,0,US
11820,2,4,3,0,0,US
11821,2,4,3,0,0,US
11822,2,4,4,0,0,US
11823,3,4,4,0,0,US
11824,3,4,4,0,0,US
11825,3,4,4,0,0,US
11826,2,4,4,0,0,US
11827,1,4,4,0,0,US
11828,2,4,4,0,0,US
11829,2,4,4,0,0,GB
11830,1,4,4,0,0,ZA
11831,4,4,2,0,2,US
11832,4,4,4,0,0,US
11833,1,4,4,0,0,US
11834,3,4,4,0,0,NO
11835,3,4,3,0,0,GB
11836,4,4,3,0,0,AU
11837,2,4,4,0,0,GB
11838,2,4,4,0,0,US
11839,1,4,2,2,0,NO
11840,3,4,3,0,0,AU
11841,4,4,2,0,1,AU
11842,2,4,1,0,0,AU
11843,1,4,4,0,0,GB
11844,2,4,4,0,0,US
11845,4,4,2,0,0,US
11846,3,4,4,0,0,US
11847,4,4,4,0,0,US
11848,4,4,4,0,0,US
11849,3,4,3,0,0,NG
11850,1,4,4,0,0,US
11851,4,4,3,0,0,US
11852,2,4,4,0,0,LU
11853,4,4,2,0,2,JP
11854,2,4,4,0,0,US
11855,3,4,4,0,0,US
11856,1,4,4,0,0,US
11857,4,4,3,0,0,MX
11858,3,4,2,0,0,GB
11859,4,4,0,3,1,US
11860,4,4,2,2,0,US
11861,4,4,3,0,0,AU
11862,2,4,4,0,0,GB
11863,4,4,1,0,1,US
11864,4,4,4,0,0,US
11865,2,4,2,0,0,US
11866,1,4,4,0,0,US
11867,1,4,4,0,0,CA
11868,1,4,4,0,0,US
11869,3,4,4,0,0,US
11870,3,4,3,0,1,CA
11871,3,4,1,0,0,CA
11872,1,4,4,0,0,US
11873,3,4,4,0,0,CN
11874,1,4,4,0,0,US
11875,3,4,4,0,0,US
11876,4,4,4,0,0,US
11877,2,4,4,0,0,US
11878,3,4,3,0,1,US
11879,1,4,4,0,0,US
11880,2,4,4,0,0,JP
11881,3,4,1,0,0,JP
11882,3,4,4,0,0,IN
11883,4,4,4,0,0,IN
11884,4,4,2,0,0,IN
11885,2,4,4,0,0,FR
11886,3,4,0,0,0,GB
11887,3,4,0,0,0,GB
11888,2,4,4,0,0,HK
11889,4,4,4,0,0,HK
11890,2,4,4,0,0,HK
11891,2,4,4,0,0,HK
11892,4,4,3,0,0,AU
11893,3,4,4,0,0,AU
11894,1,4,0,0,2,US
11895,4,4,4,0,0,US
11896,4,4,4,0,0,AU
11897,1,4,4,0,0,AU
11898,3,4,4,0,0,US
11899,3,4,2,0,0,US
11900,4,4,2,0,0,US
11901,4,4,4,0,0,US
11902,4,4,3,0,0,US
11903,4,4,4,0,0,US
11904,2,4,3,0,1,US
11905,3,4,3,0,0,US
11906,3,4,3,0,0,US
11907,3,4,3,0,0,US
11908,4,4,3,0,0,US
11909,4,4,0,3,1,US
11910,3,4,2,1,0,SE
11911,3,4,4,0,0,US
11912,4,4,2,0,0,US
11913,3,4,3,0,0,US
11914,4,4,2,0,0,US
11915,1,4,4,0,0,US
11916,1,4,2,1,0,US
11917,2,4,4,0,0,US
11918,3,4,4,0,0,US
11919,4,4,4,0,0,IE
11920,1,4,0,0,0,BR
11921,4,4,2,0,0,BR
11922,4,4,4,0,0,NL
11923,4,4,4,0,0,DE
11924,3,4,3,0,0,DE
11925,2,4,2,0,0,DE
11926,4,4,3,0,0,US
11927,4,4,2,0,2,RU
11928,3,4,4,0,0,FR
11929,1,4,4,0,0,GB
11930,2,4,3,0,0,PE
11931,3,4,2,0,0,PE
11932,4,4,4,0,0,AR
11933,1,4,1,0,3,CO
11934,1,4,4,0,0,PE
11935,2,4,4,0,0,PE
11936,4,4,3,0,0,PE
11937,1,4,4,0,0,PE
11938,1,4,0,4,0,CN
11939,4,4,3,0,0,CN
11940,4,4,1,0,3,CN
11941,1,4,0,4,0,CN
11942,1,4,4,0,0,CN
11943,3,4,0,0,0,US
11944,2,4,4,0,0,CA
11945,1,4,0,0,0,NL
11946,1,4,0,0,0,NL
11947,1,4,0,0,0,NL
11948,1,4,0,0,0,NL
11949,2,4,1,0,0,NL
11950,1,4,0,0,0,NL
11951,1,4,0,0,0,NL
11952,1,4,0,0,0,NL
11953,2,4,3,0,0,NL
11954,4,4,4,0,0,BR
11955,4,4,4,0,0,BR
11956,4,4,2,0,1,CL
11957,1,4,0,0,0,BR
11958,4,4,3,0,0,BR
11959,2,4,2,0,0,RO
11960,1,4,4,0,0,RU
11961,3,4,3,0,0,DK
11962,4,4,4,0,0,GB
11963,4,4,4,0,0,MX
11964,2,4,1,0,0,BR
11965,1,4,4,0,0,PE
11966,2,4,4,0,0,HN
11967,2,4,4,0,0,GT
11968,2,4,4,0,0,GT
11969,3,4,4,0,0,GT
11970,2,4,4,0,0,PE
11971,2,4,4,0,0,PE
11972,3,4,4,0,0,PE
11973,3,4,4,0,0,PE
11974,3,4,4,0,0,PE
11975,3,4,4,0,0,PE
11976,3,4,4,0,0,PE
11977,4,4,4,0,0,PE
11978,1,4,4,0,0,PE
11979,2,4,4,0,0,PE
11980,1,4,4,0,0,EC
11981,1,4,4,0,0,EC
11982,4,4,4,0,0,DE
11983,3,4,2,0,1,FR
11984,2,4,4,0,0,KZ
11985,4,4,3,0,0,DE
11986,4,4,4,0,0,DE
11987,4,4,2,0,0,SE
11988,3,4,4,0,0,SE
11989,1,4,4,0,0,RU
11990,2,4,4,0,0,RU
11991,4,4,4,0,0,RU
11992,3,4,2,0,0,RU
11993,1,4,4,0,0,IN
11994,3,4,2,0,2,US
11995,2,4,4,0,0,US
11996,3,4,4,0,0,US
11997,2,4,3,0,0,US
11998,1,4,2,0,0,US
11999,3,4,3,0,0,US
12000,1,4,3,0,0,US
12001,4,4,3,0,1,US
12002,3,4,3,0,0,US
12003,2,4,3,0,0,US
12004,2,4,3,1,0,GB
12005,3,4,4,0,0,US
12006,4,4,4,0,0,US
12007,1,4,1,0,3,US
12008,4,4,4,0,0,US
12009,4,4,0,0,4,US
12010,2,4,2,2,0,US
12011,4,4,4,0,0,US
12012,1,4,4,0,0,US
12013,2,4,4,0,0,CA
12014,2,4,4,0,0,GB
12015,1,4,4,0,0,US
12016,1,4,4,0,0,US
12017,1,4,4,0,0,US
12018,4,4,2,1,1,US
12019,2,4,4,0,0,US
12020,4,4,3,0,1,US
12021,3,4,3,0,0,US
12022,1,4,4,0,0,US
12023,2,4,4,0,0,US
12024,1,4,4,0,0,US
12025,4,4,4,0,0,US
12026,2,4,4,0,0,DE
12027,4,4,1,3,0,US
12028,1,4,4,0,0,VE
12029,3,4,2,0,2,BR
12030,4,4,1,0,3,CO
12031,2,4,4,0,0,BR
12032,3,4,4,0,0,MX
12033,1,4,4,0,0,CU
12034,4,4,3,0,0,PE
12035,2,4,4,0,0,MX
12036,4,4,4,0,0,JP
12037,1,4,4,0,0,MY
12038,4,4,4,0,0,HK
12039,3,4,4,0,0,JP
12040,3,4,1,0,0,AU
12041,3,4,4,0,0,JP
12042,3,4,4,0,0,JP
12043,4,4,4,0,0,JP
12044,4,4,4,0,0,TH
12045,1,4,4,0,0,TH
12046,2,4,4,0,0,AU
12047,4,4,4,0,0,AU
12048,4,4,4,0,0,AU
12049,1,4,3,0,0,ID
12050,1,4,4,0,0,ID
12051,2,4,3,0,1,NP
12052,2,4,3,0,0,AU
12053,2,4,4,0,0,HK
12054,4,4,3,0,1,AU
12055,4,4,4,0,0,SG
12056,3,4,4,0,0,JP
12057,1,4,4,0,0,JP
12058,4,4,3,0,0,JP
12059,3,4,4,0,0,JP
12060,4,4,4,0,0,JP
12061,4,4,4,0,0,JP
12062,4,4,1,3,0,AU
12063,1,4,4,0,0,AU
12064,1,4,4,0,0,AU
12065,3,4,4,0,0,PH
12066,4,4,4,0,0,US
12067,1,4,4,0,0,US
12068,3,4,4,0,0,US
12069,4,4,3,0,0,US
12070,2,4,4,0,0,US
12071,2,4,4,0,0,US
12072,4,4,4,0,0,US
12073,4,4,4,0,0,US
12074,4,4,4,0,0,US
12075,2,4,2,0,0,CA
12076,1,4,4,0,0,US
12077,4,4,3,0,0,US
12078,4,4,0,0,0,US
12079,1,4,0,0,4,US
12080,3,4,3,0,0,US
12081,2,4,2,1,0,US
12082,4,4,4,0,0,US
12083,3,4,2,0,0,US
12084,3,4,4,0,0,US
12085,3,4,2,0,0,CA
12086,2,4,1,0,3,US
12087,4,4,4,0,0,US
12088,1,4,4,0,0,CA
12089,1,4,4,0,0,US
12090,4,4,3,0,0,US
12091,2,4,4,0,0,US
12092,4,4,4,0,0,US
12093,1,4,4,0,0,US
12094,2,4,2,0,0,CA
12095,2,4,3,0,1,US
12096,1,4,4,0,0,US
12097,4,4,3,0,1,US
12098,4,4,4,0,0,US
12099,4,4,3,0,0,US
12100,4,4,4,0,0,US
12101,4,4,3,0,0,US
12102,4,4,2,0,0,US
12103,4,4,2,0,0,US
12104,4,4,3,0,0,US
12105,2,4,3,0,0,US
12106,1,4,4,0,0,US
12107,4,4,4,0,0,US
12108,4,4,4,0,0,JP
12109,4,4,4,0,0,JP
12110,3,4,4,0,0,JP
12111,3,4,4,0,0,JP
12112,4,4,4,0,0,JP
12113,3,4,3,0,0,MY
12114,3,4,4,0,0,JP
12115,4,4,4,0,0,JP
12116,2,4,4,0,0,NZ
12117,4,4,4,0,0,NZ
12118,3,4,3,0,0,NZ
12119,3,4,2,2,0,CN
12120,1,4,1,2,1,CN
12121,3,4,4,0,0,KR
12122,3,4,3,0,0,TW
12123,4,4,4,0,0,TW
12124,3,4,3,0,0,TR
12125,4,4,1,0,3,GB
12126,4,4,3,0,0,GB
12127,4,4,4,0,0,GB
12128,4,4,1,0,0,TR
12129,2,4,3,0,0,NL
12130,3,4,2,0,0,NL
12131,2,4,1,0,0,NL
12132,3,4,3,0,0,NL
12133,1,4,4,0,0,DE
12134,1,4,4,0,0,AT
12135,2,4,4,0,0,AT
12136,3,4,2,0,0,DE
12137,4,4,4,0,0,US
12138,2,4,0,0,3,US
12139,2,4,4,0,0,CA
12140,1,4,4,0,0,US
12141,1,4,4,0,0,DE
12142,1,4,4,0,0,DE
12143,4,4,2,0,2,RS
12144,2,4,2,0,2,RS
12145,3,4,4,0,0,HK
12146,4,4,4,0,0,JP
12147,4,4,4,0,0,JP
12148,4,4,3,0,0,CN
12149,3,4,4,0,0,SG
12150,4,4,2,0,0,CN
12151,1,4,0,0,0,CN
12152,3,4,2,0,1,CN
12153,3,4,3,0,1,CN
12154,1,4,2,0,0,US
12155,1,4,4,0,0,US
12156,1,4,4,0,0,CA
12157,3,4,2,0,0,US
12158,1,4,4,0,0,US
12159,4,4,3,1,0,AU
12160,4,4,4,0,0,AU
12161,4,4,4,0,0,AU
12162,4,4,4,0,0,SE
12163,3,4,3,0,0,RU
12164,4,4,4,0,0,NL
12165,4,4,3,0,0,NL
12166,4,4,0,0,2,CN
12167,1,4,4,0,0,ID
12168,1,4,0,0,4,ID
12169,2,4,4,0,0,ID
12170,2,4,4,0,0,DE
12171,4,4,3,0,0,DE
12172,2,4,4,0,0,GB
12173,4,4,4,0,0,US
12174,1,4,0,0,0,US
12175,3,4,2,0,0,US
12176,3,4,1,0,0,US
12177,3,4,2,0,0,US
12178,4,4,2,0,1,US
12179,2,4,2,0,0,US
12180,4,4,3,0,0,US
12181,4,4,2,0,0,US
12182,3,4,1,0,0,CA
12183,3,4,2,0,0,CA
12184,3,4,2,0,0,CA
12185,3,4,4,0,0,CA
12186,1,4,3,0,1,GB
12187,4,4,0,0,4,ZA
12188,1,4,0,0,4,NG
12189,3,4,4,0,0,NG
12190,1,4,4,0,0,US
12191,3,4,3,0,0,US
12192,4,4,1,0,3,US
12193,3,4,3,0,0,US
12194,1,4,0,0,4,US
12195,1,4,4,0,0,US
12196,4,4,0,0,4,US
12197,3,4,4,0,0,US
12198,3,4,3,0,0,US
12199,1,4,0,0,1,DE
12200,4,4,3,0,0,NL
12201,1,4,4,0,0,DE
12202,4,4,2,0,1,BG
12203,1,4,3,0,0,DE
12204,2,4,3,0,0,US
12205,3,4,3,0,0,TH
12206,1,4,2,0,0,CN
12207,2,4,4,0,0,DE
12208,3,4,4,0,0,RO
12209,2,4,4,0,0,RU
12210,3,4,4,0,0,RU
12211,4,4,4,0,0,RU
12212,2,4,4,0,0,RU
12213,3,4,2,0,2,IT
12214,3,4,3,0,0,US
12215,2,4,4,0,0,US
12216,1,4,0,4,0,US
12217,2,4,2,0,0,CA
12218,1,4,0,0,1,US
12219,1,4,0,0,0,US
12220,4,4,3,0,0,US
12221,4,4,2,0,0,US
12222,2,4,4,0,0,US
12223,4,4,4,0,0,US
12224,2,4,0,0,4,US
12225,1,4,4,0,0,US
12226,4,4,2,0,1,US
12227,4,4,4,0,0,US
12228,1,4,0,0,0,JP
12229,1,4,4,0,0,US
12230,2,4,2,0,0,AU
12231,3,4,3,0,0,CN
12232,3,4,3,0,0,TH
12233,3,4,3,0,1,CN
12234,1,4,4,0,0,KR
12235,3,4,4,0,0,TW
12236,2,4,4,0,0,JP
12237,3,4,2,0,2,TW
12238,2,4,4,0,0,TW
12239,3,4,2,0,2,IQ
12240,1,4,4,0,0,FR
12241,1,4,2,0,0,US
12242,2,4,1,0,0,US
12243,1,4,4,0,0,YE
12244,4,4,1,0,2,US
12245,2,4,4,0,0,US
12246,3,4,3,0,0,US
12247,4,4,4,0,0,US
12248,3,4,3,0,0,US
12249,3,4,4,0,0,US
12250,4,4,3,0,0,US
12251,4,4,3,0,0,US
12252,2,4,4,0,0,US
12253,4,4,4,0,0,US
12254,3,4,3,0,0,US
12255,2,4,4,0,0,US
12256,3,4,2,0,0,US
12257,4,4,2,0,0,US
12258,3,4,3,0,0,US
12259,4,4,2,0,0,US
12260,4,4,3,0,0,US
12261,2,4,3,0,0,US
12262,1,4,0,0,0,US
12263,2,4,1,0,0,SG
12264,3,4,4,0,0,SG
12265,3,4,3,0,0,SG
12266,4,4,3,0,0,SG
12267,4,4,4,0,0,SG
12268,2,4,3,0,1,US
12269,3,4,4,0,0,SG
12270,4,4,2,0,0,US
12271,4,4,3,0,0,US
12272,2,4,4,0,0,US
12273,3,4,4,0,0,US
12274,3,4,2,0,0,US
12275,3,4,3,0,1,US
12276,2,4,1,0,0,US
12277,4,4,4,0,0,US
12278,3,4,4,0,0,US
12279,4,4,3,0,1,US
12280,1,4,4,0,0,US
12281,2,4,3,0,0,US
12282,4,4,4,0,0,US
12283,3,4,4,0,0,US
12284,4,4,4,0,0,US
12285,2,4,2,0,0,US
12286,3,4,2,0,0,US
12287,4,4,3,0,0,US
12288,4,4,4,0,0,US
12289,4,4,4,0,0,US
12290,4,4,3,0,0,US
12291,3,4,4,0,0,US
12292,4,4,1,0,0,US
12293,3,4,2,0,0,US
12294,1,4,0,0,0,US
12295,4,4,3,0,0,US
12296,3,4,2,0,0,US
12297,4,4,1,0,1,US
12298,3,4,3,0,0,US
12299,4,4,4,0,0,FI
12300,3,4,3,0,0,FI
12301,3,4,3,0,0,FI
12302,1,4,4,0,0,FI
12303,3,4,3,0,0,FI
12304,2,4,2,0,0,FI
12305,1,4,4,0,0,FI
12306,1,4,2,1,0,FI
12307,1,4,3,0,0,FI
12308,4,4,1,0,0,FI
12309,1,4,4,0,0,FI
12310,3,4,3,0,0,FI
12311,4,4,4,0,0,US
12312,1,4,4,0,0,US
12313,3,4,0,0,0,US
12314,1,4,4,0,0,US
12315,3,4,0,0,0,NL
12316,4,4,3,0,0,NL
12317,4,4,4,0,0,NL
12318,4,4,4,0,0,NL
12319,3,4,3,0,1,NL
12320,3,4,1,0,0,NL
12321,3,4,4,0,0,US
12322,2,4,4,0,0,US
12323,4,4,3,0,0,US
12324,1,4,2,0,0,TW
12325,2,4,3,1,0,TW
12326,2,4,3,0,1,TW
12327,4,4,4,0,0,TW
12328,4,4,1,3,0,TW
12329,4,4,3,0,0,TW
12330,4,4,2,0,0,TW
12331,3,4,4,0,0,TW
12332,4,4,4,0,0,TW
12333,3,4,2,0,0,US
12334,2,4,3,0,0,US
12335,4,4,3,0,0,US
12336,4,4,1,0,1,US
12337,1,4,0,0,0,US
12338,4,4,4,0,0,US
12339,4,4,2,0,0,US
12340,2,4,4,0,0,US
12341,4,4,4,0,0,US
12342,2,4,4,0,0,US
12343,4,4,3,0,0,US
12344,4,4,3,0,0,US
12345,3,4,4,0,0,US
12346,4,4,3,0,0,US
12347,4,4,4,0,0,US
12348,3,4,4,0,0,US
12349,2,4,2,0,0,US
12350,4,4,4,0,0,US
12351,4,4,3,0,0,US
12352,2,4,0,0,0,US
12353,3,4,3,0,1,US
12354,2,4,4,0,0,US
12355,4,4,4,0,0,US
12356,4,4,4,0,0,US
12357,4,4,3,0,0,US
12358,4,4,3,0,0,US
12359,4,4,4,0,0,US
12360,3,4,3,0,1,US
12361,4,4,4,0,0,US
12362,4,4,3,0,0,US
12363,4,4,4,0,0,US
12364,4,4,4,0,0,US
12365,3,4,0,0,0,US
12366,4,4,2,0,0,US
12367,4,4,1,0,1,US
12368,1,4,0,0,0,US
12369,1,4,0,0,0,US
12370,4,4,2,0,2,US
12371,4,4,2,0,0,BE
12372,4,4,4,0,0,BE
12373,4,4,2,0,1,BE
12374,4,4,4,0,0,BE
12375,4,4,4,0,0,BE
12376,4,4,2,1,0,BE
12377,4,4,0,0,0,US
12378,2,4,4,0,0,US
12379,2,4,4,0,0,US
12380,3,4,3,0,0,US
12381,3,4,0,0,2,US
12382,3,4,3,0,0,US
12383,3,4,3,0,0,US
12384,3,4,3,0,0,US
12385,4,4,2,0,0,US
12386,4,4,3,0,0,US
12387,2,4,4,0,0,US
12388,2,4,4,0,0,US
12389,3,4,3,0,0,US
12390,2,4,3,0,0,US
12391,2,4,4,0,0,US
12392,2,4,2,0,0,CA
12393,4,4,4,0,0,US
12394,3,4,2,0,0,US
12395,2,4,0,0,0,CA
12396,2,4,3,0,0,US
12397,2,4,3,0,0,US
12398,2,4,4,0,0,GB
12399,1,4,4,0,0,US
12400,3,4,4,0,0,US
12401,2,4,4,0,0,US
12402,3,4,4,0,0,US
12403,2,4,4,0,0,US
12404,3,4,4,0,0,US
12405,1,4,4,0,0,US
12406,1,4,0,0,0,US
12407,3,4,4,0,0,US
12408,1,4,4,0,0,US
12409,3,4,3,0,1,US
12410,2,4,4,0,0,US
12411,3,4,3,0,0,US
12412,2,4,4,0,0,US
12413,2,4,3,0,1,US
12414,3,4,2,0,0,US
12415,4,4,3,0,0,US
12416,4,4,1,0,0,US
12417,4,4,4,0,0,US
12418,3,4,4,0,0,US
12419,3,4,4,0,0,US
12420,3,4,4,0,0,US
12421,2,4,4,0,0,US
12422,4,4,4,0,0,US
12423,4,4,3,0,0,US
12424,2,4,1,0,0,US
12425,4,4,3,0,0,US
12426,2,4,4,0,0,US
12427,3,4,4,0,0,US
12428,3,4,3,0,0,US
12429,2,4,3,0,0,US
12430,3,4,2,0,2,US
12431,3,4,1,1,2,US
12432,2,4,2,2,0,US
12433,2,4,4,0,0,IN
12434,2,4,4,0,0,US
12435,2,4,4,0,0,US
12436,2,4,4,0,0,US
12437,2,4,4,0,0,US
12438,2,4,4,0,0,US
12439,4,4,3,0,1,US
12440,3,4,4,0,0,US
12441,4,4,4,0,0,US
12442,1,4,4,0,0,US
12443,1,4,4,0,0,US
12444,3,4,4,0,0,CA
12445,1,4,4,0,0,US
12446,1,4,4,0,0,US
12447,4,4,2,0,0,US
12448,2,4,4,0,0,US
12449,4,4,0,4,0,US
12450,3,4,4,0,0,DE
12451,4,4,3,0,0,US
12452,4,4,3,0,0,US
12453,4,4,3,0,0,US
12454,3,4,4,0,0,US
12455,4,4,1,0,0,US
12456,1,4,0,0,4,US
12457,4,4,2,0,1,US
12458,3,4,3,0,0,US
12459,2,4,4,0,0,US
12460,4,4,1,0,1,US
12461,3,4,4,0,0,US
12462,4,4,0,0,0,US
12463,1,4,4,0,0,US
12464,3,4,4,0,0,US
12465,4,4,4,0,0,US
12466,4,4,4,0,0,US
12467,2,4,4,0,0,US
12468,2,4,4,0,0,US
12469,1,4,4,0,0,US
12470,3,4,4,0,0,US
12471,4,4,0,0,0,US
12472,2,4,4,0,0,DE
12473,1,4,4,0,0,DE
12474,1,4,4,0,0,DE
12475,2,4,4,0,0,DE
12476,1,4,4,0,0,DE
12477,1,4,4,0,0,DE
12478,1,4,4,0,0,DE
12479,2,4,4,0,0,DE
12480,1,4,4,0,0,DE
12481,2,4,4,0,0,DE
12482,1,4,4,0,0,DE
12483,1,4,4,0,0,DE
12484,1,4,2,0,0,DE
12485,1,4,4,0,0,DE
12486,3,4,4,0,0,DE
12487,1,4,4,0,0,DE
12488,1,4,4,0,0,DE
12489,2,4,4,0,0,DE
12490,1,4,4,0,0,DE
12491,2,4,4,0,0,DE
12492,1,4,4,0,0,DE
12493,1,4,4,0,0,DE
12494,1,4,4,0,0,DE
12495,1,4,4,0,0,DE
12496,1,4,4,0,0,DE
12497,1,4,4,0,0,DE
12498,2,4,4,0,0,DE
12499,1,4,4,0,0,DE
12500,1,4,4,0,0,DE
12501,1,4,4,0,0,DE
12502,3,4,4,0,0,DE
12503,1,4,4,0,0,DE
12504,1,4,4,0,0,DE
12505,1,4,4,0,0,DE
12506,1,4,4,0,0,DE
12507,1,4,4,0,0,DE
12508,2,4,4,0,0,DE
12509,1,4,4,0,0,DE
12510,1,4,4,0,0,DE
12511,1,4,4,0,0,DE
12512,1,4,4,0,0,DE
12513,1,4,4,0,0,DE
12514,1,4,4,0,0,DE
12515,1,4,4,0,0,DE
12516,1,4,4,0,0,DE
12517,2,4,4,0,0,DE
12518,1,4,4,0,0,DE
12519,1,4,4,0,0,DE
12520,1,4,4,0,0,DE
12521,2,4,4,0,0,DE
12522,1,4,4,0,0,DE
12523,1,4,4,0,0,DE
12524,1,4,4,0,0,DE
12525,1,4,4,0,0,DE
12526,2,4,4,0,0,DE
12527,1,4,4,0,0,DE
12528,2,4,4,0,0,DE
12529,1,4,4,0,0,DE
12530,1,4,4,0,0,DE
12531,1,4,4,0,0,DE
12532,2,4,4,0,0,DE
12533,1,4,4,0,0,DE
12534,4,4,4,0,0,DE
12535,1,4,4,0,0,DE
12536,1,4,4,0,0,DE
12537,2,4,4,0,0,DE
12538,1,4,4,0,0,DE
12539,1,4,4,0,0,DE
12540,2,4,4,0,0,DE
